Name,Score
JQEILP,82
QZJAZO,10
SDNCQS,2
MIOLLZ,41
XOXVRI,56
BXJZSM,95
MFSEKL,39
THRGJS,61
VOLZDI,51
SVEGFW,35
RQDPLK,42
DVKTZC,1
NYFVTK,22
IKNOKD,97
CDYBCP,8
SVWLVM,80
PNKQSR,56
UOKILG,87
KZZDOD,65
MYUSWD,47
WDTJZQ,43
WHLYRB,7
YNBAFR,91
MCHOOA,25
SWOISI,48
KGAPVD,96
WGHFEK,73
XMEZGC,72
XAGPEH,67
XHCSLB,97
VNXVNL,73
ILLOPH,16
JZWYJU,83
HAZFCX,71
DEETHB,100
JRSLXS,43
GVUNTO,61
NGGKVX,24
CMMZUF,3
ANAWCR,59
CHSDEP,3
YWUWRA,95
DJRPKU,41
LBSNBO,94
CHDEZH,76
BZWLQS,38
GBKQVO,71
JZXFOW,92
LCEBNA,30
QVYFVR,67
CJVFEN,89
LCOMVD,61
PBAATI,12
WIBBNO,96
JNCNIO,12
GVHAIE,30
JRTAWR,94
CBEPUD,28
BUVNHD,84
MDFVKJ,84
NTLQOS,76
NNSZNS,84
PBTRLT,79
IYLZMW,58
CDWWOX,25
TLAOVQ,48
OOJCPK,76
TEVJXX,55
IEXSMD,7
FVUWOS,56
KTRODU,33
DQAGYP,33
WGYNWL,57
XRZRWY,55
LQJMGD,62
NOODGU,23
CFICSQ,50
GPINHI,55
CBNWEO,41
WKGORZ,3
VLFLQA,70
SWHLOU,35
WJUYBM,48
NOPQEA,2
CRXBCC,1
YBMLXD,36
IILXIM,28
BKGWSH,60
MWECMB,29
GINYIP,98
BDWRTW,80
OEVZTV,71
KBODAX,85
RFYPIU,33
OJXQCE,0
JSBSEO,13
KFNMNO,91
AHLXOW,29
MDUUAI,12
UQPLNP,50
GWCYGG,15
UYIQWU,58
HWHETE,34
RAANHR,29
PDCSCE,45
IUONAD,33
ZOKSBB,12
YIOHZJ,80
CGNZWC,66
XBIZNY,29
EHXRGW,54
CJZPXP,67
IDRSGU,33
REUBOM,46
KDYPYQ,44
QEZNDP,15
WFTDTA,44
DUBGZT,3
LSNTEQ,98
MTRDYS,66
DDGNWI,31
FMXIHA,78
TIIMWJ,76
SFUSIA,49
MAWEZN,15
KRWTUV,7
ELRNXT,56
QYPAOM,0
RALILZ,48
WFQGVR,87
JFTWID,75
RNXNAP,62
WDPCBM,31
KRBVTZ,97
QUKVTE,16
NTZGWG,18
WIRWSC,53
VUPOMB,73
LMPPDJ,75
DFDGSP,8
URILRM,42
AGKDWZ,12
NGANQX,59
BWPTQV,70
MCFIKF,93
RBYQBF,33
AOQERC,35
MDFBHS,60
CCKVUL,48
VPDNDG,84
NNHZOM,26
XXWZAC,43
UXQWFR,38
TOSLJR,85
PHPJLS,80
OFIKVM,15
CIOUGL,49
QEDDKH,89
AWRANR,91
FMSOVE,1
EPVCPD,25
KYYZSJ,29
ZIFPEU,12
HAKPNP,59
MXYJQX,70
PAQQZQ,52
UVLQUT,55
RLRQRJ,100
SFLSQA,58
VJTYOU,32
RJTBZQ,78
ZGWMFJ,73
WZOESD,17
ZUFOSL,13
LXQCKT,4
TNUSTT,40
YNJHGD,24
SVJJQP,57
YNOLOK,65
CCVUPZ,3
YJFQKH,94
SNQSCT,65
TFBBRX,70
ATNXZT,58
DLOSET,72
BIAREB,55
SMFGDU,5
PUWCBI,41
JAEOWT,55
TILKEZ,95
VIDODY,88
CUWAVE,82
CRWQHA,24
TVNAHU,78
NUHVVQ,6
OJBGZT,80
GCILBI,78
NZEYGI,95
LHZRGV,4
FNZYLE,62
QMBWXS,49
EBVDQA,72
GDOURT,68
SLDNMQ,95
UCRLKM,34
EPQNUJ,91
JHWCNR,77
NJAFPM,81
EDZJJR,44
QSEGJR,25
TRVWUP,18
OBJPHH,41
UWWSZD,44
LWGEYP,93
HWRIOU,13
LUKQRO,83
EMSUSL,92
VWPJAM,13
WDWCHE,42
GIHRYE,53
GNTKFO,83
UYSRBH,47
CDEOFB,4
NDBNMD,93
HPPMNO,10
OWKCHT,22
EEVWMP,9
NSUSFP,53
RHEPEV,96
VYBZGA,37
BZJPYC,99
BJLCLA,63
XNDFNE,56
JCWHMY,48
ZXYKZL,69
AJHSDY,42
MLLNPK,87
SNZSXR,1
ORCJOT,81
EYZXIY,67
AFQHDJ,21
JTEGWT,27
IDBCHC,17
NYNNXQ,83
JRMPNY,76
CVCWGH,74
ZYFHJX,85
QLLGUV,43
NSSDHX,22
VTBNPL,97
FCHNSE,53
IIWNIA,75
HFEHTW,59
ANGIZM,84
AVDXLI,89
KPLJRC,84
GJZYWW,64
XMOFEJ,35
WTHFMQ,11
LHBWWV,79
ULEPYU,95
QNOPGN,29
BOMSCY,59
PHRNHB,38
ATUXZP,81
ZNZXWU,73
CPBYDX,58
XVFXBD,28
QGKXJQ,1
LQHALC,94
EDPXKX,63
AIKAEU,46
KIFKTE,17
NGPZZM,47
NBLRHX,77
JRCPCZ,73
LRGSMS,1
EKIASU,10
DNHHFN,74
NWUXSY,83
TOEOIG,61
KIZDKF,97
KJINAW,85
ZPTWUD,25
BOLGSM,54
MFQBKP,91
OJWQZI,17
HFQRXO,63
FWIXXB,88
XVOITQ,90
WNWYEL,78
XJVOYC,85
PRICSC,89
XMEMVI,6
EFXHWB,59
WMEULT,35
KIAETP,1
WXJWBT,25
TGNCKL,82
NKYEHG,20
GLOVTJ,10
AYNDID,6
IBOCQC,32
GRABRT,23
DFSTWM,5
UFYFKV,94
HVSQTQ,54
HSEBYQ,27
JNOCHE,61
KIQYEG,47
LGVYNX,94
AYEQHN,63
NPYHML,32
OUIKPR,26
QCGQZU,92
JWENVT,71
FWEIZB,31
AAPQAW,13
WXBCPI,25
KALYTC,11
FNBOEM,79
ZADFTF,11
MVUTOG,16
ZLPSZZ,82
LHVAML,98
IBPLSX,84
RQTXWB,67
HVWDED,2
NBSSEN,93
YOCZOA,79
CJNDYB,29
XFCHYM,47
GABCQL,7
JNFJOY,75
MNHZJH,17
ZTYOZR,91
RRODRK,95
RTIQOA,85
ILXBOE,97
ZKPKZD,24
XYJIPE,23
WOXJCH,40
QNAXCS,31
OSXVZF,86
IFBMZS,72
AXHCFA,49
SQTPDH,99
UOGMDA,77
ODTOUL,46
INWTVJ,88
FGDZSU,57
BCNJSG,7
QMSGWS,6
FUOODC,3
LUDAQX,80
GUCBYK,92
OXUNMQ,79
WAFMHZ,14
MHTNBK,94
UBVLKC,28
NALNSV,84
AJMISN,82
CBQNXS,70
PFYTFN,87
YDWDAI,36
MZDKNR,98
ETLJSR,76
HERTNY,23
YVNPFE,10
EEKPKU,9
OERQCJ,66
VIGXIQ,52
RPTHQV,85
QYBVVA,22
BDZZBF,38
VOSBXE,65
AKITJC,71
TNAAMB,60
MWPPGF,19
UXQFPR,61
RTSISM,33
QGXLHH,73
RGRMFN,78
WCYIAE,20
JJVRSF,15
RJYTGB,63
VLSGXH,32
TOYJMI,63
VTYRJM,1
AWHDMO,38
HSQUWK,78
TNLNUG,82
XFQLPK,61
GCPWJO,86
LSEKCC,19
UFLKRB,82
IQZCGG,25
WIAGUR,50
HKLSNP,6
DFGKFR,35
KYUVCX,13
VPSYIR,70
NTAZQA,43
RQLNJD,56
JCTUZQ,62
EOMEDC,68
XTZYEA,56
FHMYPG,24
LWSQAP,90
HOQJVC,10
YNPQCN,66
SRIXLA,57
CPODEP,13
QLWNNI,26
XXQULG,92
SFVZXX,39
KFTINN,29
ZNRNAC,98
TQFRRE,35
EGDIYR,85
ZGETYD,76
BHUSBN,82
OJVFWK,59
FSQCPZ,22
QBOBOQ,19
OXPUKQ,88
JEHFCE,79
ZCFYIT,97
MSFYBB,30
HYKKQT,62
XGHMMM,1
TJZTUY,90
BAPEJN,58
PZVQFY,33
AHCZQJ,56
RSPQVW,41
ZUMJUP,78
KJGRDS,85
PPOAFY,57
PYIYQV,30
IVMIWY,58
VSDGTM,77
XGJGHH,88
AYTGZC,73
AHGTZE,83
VYIMRT,80
ESTTXU,33
NDLRRC,65
CXVKEI,54
EKMLTY,30
ZAQDWC,38
HQKUGY,15
UKXAJS,89
YVJMIQ,80
NETZFZ,12
WQPGDC,80
VYHAYZ,87
AYYBBD,53
SBWEJB,48
FJJROD,65
XXPIGL,98
OBUOKP,61
MSKDRY,26
SXUHYW,15
RCUZEU,94
ZMMIZC,30
DEWXWL,8
QGSEZD,43
SGJIPC,25
ICCMMT,78
EJMZYF,5
ECEHPX,24
NNVPXD,53
YPCDJD,16
XKWHGJ,96
GICDVH,5
LUASMF,14
FTXSXQ,93
NRDJGV,83
NLDXZG,94
BMMHKV,70
AEIOTS,66
BESCUL,40
DVJNJS,49
TLNZJT,53
UXRVNR,78
VOGVSE,17
APWLGQ,22
CQEXMZ,51
MINVCZ,45
ZYBFAC,41
NWSBAO,98
WNAEEH,4
EZEEAE,34
AQCJGA,69
LGGACE,84
VHTUNL,70
VPDQAG,61
ELPNVM,67
YQPGTN,15
CJXGVB,19
CBWVDT,97
JCHYWL,67
NGIWHW,79
PRAKES,42
JBDASE,78
IQPGKE,85
WEJPFM,54
RHRCUZ,27
NGHRMI,30
DHOVFZ,79
NMNYDT,93
WZVHLT,34
SXUJGR,2
ATPOCG,1
FBCOOT,92
BIQUBL,35
JFIEKZ,59
GDLIXT,29
UQMTWL,98
MKPOYA,46
IKEKIV,43
ZMRBOB,22
TWODVU,44
LCJAXK,94
WAFPLJ,52
DVCPDN,49
RPMDKQ,93
PALXCU,87
INEHCF,46
UCTVIK,21
GCAVNS,36
ZFMVPX,60
UPGQDK,78
GUZTJI,4
KVRSDX,75
WJMUOO,35
XVZDGD,80
XESURI,79
DJCXCL,42
WTXGXR,46
JNZQHZ,92
VHJGWK,35
PDWDKA,82
HAXTOG,70
MODYUU,1
GHLFAY,28
UIPULV,37
LJPLCW,39
CTZBKO,34
QZTDXY,100
VTCUJC,89
KIIOOV,91
SOOFTJ,9
AVUNYL,28
AFPIXC,6
LJEFGO,39
HNOVDH,39
LBDZTT,90
MZQHTP,31
ORMSZH,81
DUWRAG,45
MGHDHB,99
PLBFKU,46
ORAFEG,76
RHAEJH,66
PGYXNC,62
DEIGDP,45
ZSMPAE,75
OYTKYI,59
EAFADP,14
XUCBKF,74
AXYUVK,19
WSAHAD,11
IOPRTF,56
HJROBN,78
TEIKOP,25
HWPXNY,17
AUJHNF,56
OMSYZT,30
VSIJMF,82
MAYREJ,62
OEBSUU,74
NFPVEH,39
AJZUAS,10
IOKFHU,50
CHXBJK,95
EVIMVA,83
PEMSQA,27
MGPQEL,30
GCQCZI,66
OWPDPM,95
WLMBKG,50
GQOLGL,7
QBESZF,57
IEWKAP,62
JMVXYD,45
SHEDWR,40
IOZYTX,37
IVKGLF,48
ZIAYYP,83
HGPHPP,93
LWRPUM,71
LLGAOI,57
RHCAOF,4
BQAEOG,86
XAKCHQ,70
FCHEEL,74
ANSABC,14
XYSTSS,2
HZPVQY,10
LBXINE,96
MCUCSZ,24
AJBFRJ,68
GSVEJO,4
INRAYU,65
OGYAGF,45
SOVFBI,59
IDPCDQ,41
SJAOLW,55
XAZFCS,14
ELDSCR,0
JBVFIO,9
RVFWYV,83
SDNLID,58
WTUEFH,93
PLEAUF,97
VVHNFZ,74
FUFFWT,64
NAFEGN,13
RCXAGI,45
JGRXFQ,20
TLKKRK,77
MKUTLC,1
MLNAOB,86
KSPMMD,36
MZDKBQ,21
LJLCGE,0
QGKWXH,54
ZUPBUW,48
FMWDZM,91
YHEQVA,48
TYHUUN,100
RAQBCY,43
HRTQYA,21
HGKYLA,88
AUUBWH,63
RPSJDC,41
RFBRWD,42
MDVEHL,100
FWMNUH,4
UAOECP,8
XXIQLO,69
IGEIWX,52
LIMFZU,97
YVZSGU,76
BGLOXG,66
QXYNHN,67
LGHCRD,75
JMIGRD,36
BTSJGQ,99
IPVPQR,10
QYVMYG,48
XQOTDU,59
YCKNLI,95
LSNGSO,11
OTGFGS,35
QYFQYW,26
SSDCVG,3
MFGSZU,75
CSVSYU,9
DDCHGL,5
ABWLSI,27
TVGGMU,75
PYIKNA,63
AKIDFP,82
VCONQC,64
VPWWVX,29
IWBFFH,60
SJBUNX,19
NJOPYC,59
XJYJBM,4
BMQCOI,44
PPUUKU,21
TJNAPI,0
FEQDJP,98
AOZBXQ,33
GWGKIF,32
UDQJFX,25
CMJCUR,80
BQTISL,12
AAOUFK,20
VLNSTD,51
PZUZOF,37
YLGZZE,65
LFSRNL,4
NXFBZQ,48
MMFNLM,71
VZOXRL,99
POCSIZ,66
TEGCEL,99
YTIKXA,74
JGOIBR,92
TKFEEE,99
BQYTQS,49
WHWOJH,52
BJPHZS,53
RNOMWE,68
KRDQOQ,34
JJJHYT,30
QEUBJB,67
XXGWBN,13
WKQLQS,22
DWJKDU,40
ORCGSC,54
CZGFXD,41
ISKJBX,53
YZLPKN,41
PPLWOS,72
IQMMTE,60
CHGHMT,90
DQCGKZ,65
FUZPEF,43
EGAJAK,62
FZIDWS,56
MSSTPC,33
VUOXPW,59
HVGCTY,43
YKHZOM,8
KVFOWD,67
YDZJER,35
PORQOR,32
VNAKWU,23
MDYUFE,45
GHRZWX,82
HHPWQW,88
OGPQBN,26
PQLLME,35
JJXCBU,59
KEDTJK,63
KHJJZF,34
WYMGUT,100
NYWCRK,24
SNOAMH,22
DMSLMP,22
YYGRHN,39
VHHSEG,40
VIFIIQ,30
EUCVFF,27
CFBJRH,16
JTNXBO,77
HFBZIK,16
KYRXXZ,50
THZSOX,46
ZCFRES,79
DCTLFF,56
ANRXUB,100
TMLUST,52
YLRTBV,96
HWWSIQ,53
CFOVGZ,27
CMVJEI,43
JXZHMN,34
OCOUIE,69
BUHIZN,76
MHGIUM,9
CDCKWY,56
KHZYGM,13
GSMDXA,56
YGKHCV,16
MGMWGE,73
NXLZSW,80
BTFEGM,82
WAACDA,87
TJINSD,70
CTFOPB,22
LCQSPV,2
CTKELE,71
BWLGBZ,80
RBXNRO,3
KOLLXI,71
JOGKMW,4
WGLMZY,79
SEPSBJ,45
SRDZRG,44
KDCPST,36
TJRTQZ,71
QTQSIY,15
EILRDW,7
JMWSFE,69
TQEHRS,9
EMPNGZ,42
BSNXPE,25
RZZOZI,12
CGRRYN,41
SYTWWN,71
WCMJKK,26
OFQWTL,61
BDRNUJ,26
EKPRUW,41
FXZOQD,47
ERESIL,19
HNDICO,98
FSNFHM,65
UOHVMX,96
SGERVU,74
RKXRIB,30
SENXLE,78
JTYRQB,21
UJWPIG,39
NMCKTB,4
JBEDPL,13
AKABJB,90
KLRANF,31
GCENRP,96
PADVOY,45
EBUUGQ,46
LGECDB,50
JGDAFM,91
YULBYU,45
YDLKRY,68
UXKEJW,69
WXSQGH,100
ERNJZC,20
DHHZMS,67
PYKPEB,75
OTCSPM,50
TTPZCQ,53
BBBMAN,83
ITHRPG,37
FPIPNM,51
RZJIIA,42
MICMBC,38
DXLFKD,14
GAUTQX,68
UIDTLB,35
SLKZXQ,44
HXLUMZ,71
EYHTUU,13
RJGDSB,61
QFZNKR,8
GGWFNK,73
DRVTUB,84
LVOUQF,81
LOFEXL,32
GPKUJW,51
SXJFTQ,78
VAJADF,91
IZZVYW,39
ASRWKP,55
YVQTIY,50
YQLFLX,83
FRNFFN,88
ZZHMNJ,62
YCECMX,62
XBWGLE,13
CJPGHT,26
HIVBIH,91
YVSNWQ,89
XGYVYA,30
IHYQDF,91
VEZHBY,31
XOXTYK,84
LFRARF,33
NXFHDZ,68
GDDTTN,62
HOCZRQ,97
DSMTRU,50
NFWDRM,47
KSQAUS,9
VTLSNV,50
TLYFBA,49
PXNOKO,77
KGVYBW,65
VIEAJR,8
NJGQLX,65
KHOVSO,81
PTQMVI,29
FQXBBR,85
TOWJTL,9
CVURUB,33
MRVQMD,20
YMRTMA,40
NABWDK,55
PXTBSR,79
FWIQNZ,88
SXKFQX,76
UXDYVJ,17
LUJOLK,80
OBGXZK,76
CIQXXK,88
BQVJGM,5
OARHOR,68
CCLDFE,90
NFOYYL,91
LSGXYN,87
CRUPPC,61
KQZXXS,84
CXGVRM,15
YXUHBH,91
KAAOKN,76
XFDRNR,29
TLSBOR,21
VGPPUF,51
KJRHTL,59
IUMPUJ,2
JHLRIT,5
ACTOEO,83
MPIKPW,81
UKJWXM,59
HDYDKY,68
EYZVIK,81
HASPNG,44
IYJZCE,18
GHEAKX,18
TCULHO,44
QJUVNM,12
OAPDUT,91
PQITRH,60
ZNYGZD,62
KWMBCQ,84
AEXGQN,25
WQFFJX,89
TPYTTX,78
GPFEQS,55
ABZRSQ,84
DMSULL,21
RMGBMW,86
XDTXFR,36
RDUPPC,19
VAHLVL,72
BAPDJP,47
NXPSWP,68
MKYUIE,38
JSAZJH,48
GFOTYM,27
OBRYAU,43
ERQEYK,91
FUDEWQ,93
XDKXJZ,10
QWLATL,19
JEGZVK,5
HEEXUF,73
ZOWBRL,25
MOSHNN,72
HAYHAL,8
GEYGHX,68
MRVEQV,87
ZTOFYX,100
BFHQNH,57
SCVZZW,11
HFZFTX,69
WEDPZZ,44
PVUCDI,9
MXVBKI,97
SCPYRQ,32
AXNNAV,53
EYKOEW,21
IURJFX,30
OVWEWS,6
QIWBJP,98
HDWOAZ,83
VXTHUY,63
NVSOSQ,82
VLHMVO,56
TGUYQZ,34
SAKKSO,35
WRCKIN,58
GWDKIA,40
DQBTFA,61
NHYHEC,40
RZWSWZ,27
PBWRUR,48
SFLXUR,61
WKJZAR,95
UESOMV,76
DKCCLG,46
BHFWRT,61
TSUNUA,69
HNNBSZ,52
ZKZNRP,39
WTWVHC,59
STUBNL,7
UGRXVL,62
KGSVHN,42
CYDGVY,6
TEFEVY,6
GQMETW,31
UAJYJC,9
OGNHOA,98
SSOARL,74
FKTSTO,68
FFFAKD,32
VULYFJ,80
GLSMMN,9
PBVUHQ,63
ZWBRXM,9
ZUDQSR,75
EKINBY,70
OZSCHQ,75
LPGHFT,65
XHKHIQ,39
UTTIYQ,16
BWPWLL,20
JMFVAP,93
MYFKLK,36
FLSYWO,24
HXXYUB,81
RRLDZS,17
UZTKTY,16
GUXQGV,84
ZVSVKU,77
KCXUUZ,11
BEVYPS,0
YZXYTL,50
STOGIS,73
QPZUIZ,97
RBYPTY,24
DKNHYO,94
KITYHA,95
HYKOTN,46
FNFFDM,99
BZBVIL,77
RAIBGV,13
CWHEHH,6
SAOMZL,96
FTDXOF,32
SCNUAL,37
PJVXDU,66
FIRLOQ,66
GDARPX,73
KJFIJW,80
WBZQDQ,30
SEFSCI,21
ZUQIWV,30
FEURYQ,17
WPIUXR,60
KGFVAT,64
LJCDWD,3
TAAFCS,29
XKTHND,13
AYRORF,3
CWNXBP,21
GVXKIR,90
TCEFIZ,31
ULZXQO,93
YJMEBA,34
VFIVLK,9
EBTJQC,25
AATMHD,73
OHKFOK,46
MZKEVH,49
UISJXS,74
UAJZRJ,42
GBSHUV,71
IGHLPA,61
WPIDYH,85
WLHTUE,71
NDOUSX,52
OKRCVJ,18
SRMEUV,46
BLXNGD,14
ZEFDXH,99
SXPUAK,6
FEKWIZ,96
AEQLFS,97
RISSGD,87
XOJIVC,81
PWPITF,19
WWNUZK,82
SILNMT,42
TPPGAB,24
AWQZOI,82
MRQRUV,68
JZFYRD,26
LWDLMK,85
RGMORX,56
XKDJYQ,94
TQCRDK,2
BYANTW,58
GSWEKA,2
HSCDRO,73
LDOHPZ,76
APDHBR,22
YCIYZS,32
IMXYBO,40
ULXBKS,55
HMHCCH,51
LBOECL,9
LAHJGM,20
HOUPXD,66
OYPMNW,42
CVFLJS,50
FSDCPQ,66
EDTXTG,55
AVNNBN,4
ZGOXDK,66
GPXUPD,48
NZUNNG,79
MVLRAI,0
XFXPIQ,38
EKEJKK,6
MTBGTW,38
TITFEQ,40
PNGYPY,52
URBTTY,93
SNWAGT,52
CNTJDM,88
OPUCGW,21
FRXPWI,79
IKNIVR,21
TMWRQF,57
BYCBAE,43
MCWYTF,84
ZTJNBG,93
YNTHEC,44
HMXMMW,13
FFDRNF,59
QSJWZI,42
FVHHTB,60
KFPXWU,58
KVNGHD,17
HXRQMD,62
PBJHKF,51
AQBNXC,46
VWXNKF,7
NXCBQY,82
RPXLJO,81
DQFHLX,10
GOUYLD,70
MMDTWH,52
CMZIPG,54
FMAYHB,34
VVMIJD,49
IPKGMO,81
TLFTIM,88
OCRIEB,90
PWUAMS,59
REDUQW,37
ZOOPMS,91
LQPRSR,72
SNEOOI,28
HUVMXL,57
SGODCM,55
CORFAV,47
TBBEIV,12
TIEHJR,32
DUUGSQ,44
YDABYL,96
KEGWPT,32
HHUUBI,20
XXDVVP,11
WDBGLM,70
ESPBWC,71
TWRFXD,85
MLLWXW,75
IWJGOT,98
VYLHBO,64
KXBUVL,54
LGBZXU,99
EXRKQW,64
LCKMIN,58
AMAPLO,39
MPYVCW,6
XVVZOQ,78
KNSOHX,98
MGSWJC,3
RXDIXA,81
KAJOSL,66
DSMRZA,88
KKDMWM,8
EVDOPS,29
STDUYO,26
UEDFFH,45
IMLRNA,78
TABGJX,99
NFSCQY,47
YUXKEQ,96
YXABTJ,16
TGQYZM,19
IAOKRT,24
GHFOMU,16
XBGORV,42
TIATHV,20
OFLIXI,11
JAMYCD,8
YHAXSK,71
ORRCBK,45
SKSYXC,60
OBAGAN,25
FKHHHA,71
NBUSEZ,71
NVDCSU,48
GGBNKQ,76
PZBVNO,60
YUNJXM,57
APHQPJ,38
OIAMWJ,40
FGJMYL,62
DPZYER,80
KYQNIT,52
MASHDH,32
RBELBG,29
WIGWIG,98
MHLJWL,48
ENQZTI,99
YAUARL,18
MZOIDY,15
PMRDIG,73
YDNGMD,58
QXYSLT,44
ODHZYZ,95
LEZDLW,50
GYSWOX,20
LPSOUO,67
OSHGJA,35
GUPSYD,95
AEOELV,33
FMKEXD,61
MFKOAO,54
ZTPBAL,6
QZIZFM,87
YPIHEL,95
MWBTPV,93
HOQAXI,68
VXAUQA,51
TAWUSN,21
VDTAPS,48
BIPWZH,88
ILLTLW,40
COOVJV,96
WWDESR,25
UKUHIK,55
SHRCCM,40
EAXTFR,37
GPUFTY,34
HLBJPF,36
OLCYPJ,95
QAAAXT,81
KQVIOG,47
QVBFZF,83
ZTEPGZ,84
WTOGGU,91
FLUWCU,87
AOOEYU,86
CSIPYE,13
SEBONZ,75
MWRECK,70
WMPSBO,77
YNZOMM,47
NAXLGR,34
JRLKBM,72
NJQFHR,13
POMCHY,30
UZFHIJ,94
WIBLEB,0
TMGAJY,91
PXLWLL,59
OQOEDV,94
AZZFJA,8
ZGWRZL,15
YGMLBX,89
CVVAOW,21
KGJTIC,60
DJRNLS,47
MECOBI,69
NEYGDJ,73
SYGBOT,85
SBDMSP,100
XVDAMI,47
EAJHIF,40
DBEAXX,7
DCKOMB,66
SDUUJV,6
ZGLPTS,90
ISWDVZ,68
CFGHAW,41
HSENKE,98
NBPCOZ,32
BANADE,58
WPWCSG,65
WPHKYO,52
PCNSDY,81
AZVKSG,32
EMQOMK,83
TSQDAA,85
AAUIVR,54
WTEPWK,85
UYCZOD,35
IPFGQB,89
IVEZXZ,34
ZAKSIV,62
RKLGUE,7
WVDDZZ,47
BGOXXP,40
PMZCXK,46
HXGTPN,46
UFDVSV,1
PBDMEB,74
ZFXLLJ,53
MIPQJP,9
DONWML,71
DUKVJB,84
BRJCNF,6
RWHSSY,72
VMNDKL,13
GQKBEA,68
QKUQYH,88
OBYWUW,57
GCOWNG,57
MJZPHO,0
IYSZXP,100
KQBXKV,76
ZKMLPJ,95
YBNUME,34
YSNDFS,89
USKCNS,47
RCRINM,57
FCTVDD,34
XCCSTM,42
JYHTFS,39
CFGSNV,6
ULOCNQ,9
ETGGLE,21
RCJUZX,15
SGCFUB,83
WJRMRD,11
NXVRSK,38
QAQXSX,12
EFIGWT,85
WWRYFM,66
TSDZUZ,74
ISNTNX,6
CJWYKB,99
JPIMZB,38
KWMNAK,59
YSCHIL,62
ERKTSF,72
CHPAJK,78
PFJEND,40
JNDNQE,86
BSROEB,39
KRPLCJ,96
HMIAGS,17
TORMSD,93
JWTKPU,7
YODOVE,8
JXYVKR,67
AQQARK,76
NWFPYX,25
SZCVBT,100
FIBEXQ,23
ZUKTCT,59
BJZFDB,92
TJMDPM,79
WUOHSG,93
TVTZTQ,40
EENZNH,7
QPTDLZ,69
LROZYG,84
YCHBBQ,83
ODHJCZ,39
MGOYVS,31
FXSGTN,22
QGDVXZ,13
OWNOWZ,59
WJLXYX,83
NSMVFU,22
VBEVAJ,6
KUZWIM,14
KKNEGD,94
XGBKHS,41
VPVQHP,16
VDNKZR,66
ONJZCY,3
CJHWVC,32
AKBLLQ,69
PGUIKA,67
RHPOBG,61
AAMCJD,67
XIVGTX,40
ZDWUYD,55
XOUQRN,99
XUGNUW,25
FHLYPP,72
VOXETQ,67
RNMIQP,1
VWRSMV,91
JCQQTM,3
PKTRAY,27
NPGVUB,91
PMZQDC,37
JDJEOP,90
HYMAAP,95
KDBDUV,30
KSXXYR,40
TCEHZS,31
GAWYRJ,74
OVBZTG,9
JHMRFC,100
OBMNGN,91
CVAGBV,97
QOPULA,66
RJHOWU,70
FAWRVE,62
ZYFJMH,56
MXRPDE,85
ZLFZEH,9
FQNVON,25
QUTPUO,16
RMZQGY,1
ZVCTMA,34
WSPSGH,47
EQAFMK,13
ILAISG,34
QVECWB,0
WXVTAO,30
EFQLMV,86
NBTFAR,21
YVOORO,75
QYVUZJ,45
WGBGOD,93
IFWUMT,78
ZAKGCA,10
PKFJEB,83
GKPTTN,82
WDAAKH,88
ONIMMA,7
HXROKT,79
IJERGN,75
ZPGMXD,59
UVWVZP,46
HQRYDY,39
LOAQQT,57
QCSDHF,36
MNGSPS,87
QZZIPI,55
PRHWIP,6
BEDYEZ,22
JTSXRR,25
WZCHMT,88
LMVGTA,46
VASQLK,15
QJSQQN,58
WJFHSH,43
ZLWSSG,59
XNBDTV,4
ZKFHWM,19
SPVTBP,71
FWOEFM,33
EJREDR,21
VMZCLY,41
HCINIC,24
OHEFEO,26
QZEYIZ,74
ERKFUE,39
AGSWPO,45
YWYKBA,28
LKWPJZ,79
IVBITK,91
FRWXFB,4
QAKXYE,78
KGMGXZ,83
HJOHOL,55
LTBERO,28
BZMVSN,31
POJTVL,43
ANAILR,27
PKUFEC,82
GCXAUT,0
TCPSKL,30
TWGSTE,39
AVWUCX,15
KWORBO,43
UNGRPB,15
RDEWRZ,16
EPVJUL,34
HOPSKX,63
RDJWCR,19
DKJIUE,14
DZRDWL,17
PZLGQP,26
JHXOOP,3
UTUKUN,48
CPGNBW,89
ZAXYCE,25
VYPVHO,48
FZUBGD,51
NLPNXO,5
FJOZLF,34
OHNYEU,41
ZTQXOR,66
RRRNQI,94
GIXOGI,33
WGGPGH,97
PHESDP,1
YZQXGQ,74
GTESBE,48
OWHFJK,6
DYSUIP,31
SUCXNT,96
TLLEPE,2
RAEXWE,53
AKGTOZ,62
SFRNMS,72
HZPZAE,67
YAQYTT,66
MAKNXD,20
BYNGRL,77
BMDRML,43
UPVQGE,58
LQTRLV,57
HSADKA,97
EBMOAQ,13
ENUGWR,97
AKYOON,19
LOFKTJ,5
UBFKIW,81
DOZMKR,20
FYCYGL,47
PUDCEO,28
JZXOHB,85
AUFLLE,17
MVKJOB,81
TDRDEW,9
EWXMXH,69
HQFHRA,93
YHSZKR,97
IXPSWO,78
YLAAZH,29
CUHNPI,10
RBTWUF,87
ECKRLZ,92
QTWDTN,41
EEYAZI,71
DJZRUR,46
JKPLYL,43
FNMGUZ,29
PGJHMT,67
FVNZOZ,55
PODXQN,14
MDFFCS,48
UGZFUX,16
KHWTBG,64
AZHERA,60
LPWGBG,5
IRDEYW,42
SDZSRR,1
MSGCAY,56
ULNVTN,80
NWFMVO,73
XTXYRA,30
